Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Region
X360,2007-01-01,Role-Playing,Square Enix,0.13,0.0,0.01,0.01,0.15,0
PSP,2007-01-01,Adventure,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,1
XB,2004-01-01,Shooter,Atari,0.11,0.03,0.0,0.01,0.15,0
PS2,2005-01-01,Adventure,Atari,0.07,0.06,0.0,0.02,0.15,0
PSV,2013-01-01,Role-Playing,GungHo,0.08,0.0,0.04,0.02,0.15,0
SNES,1991-01-01,Sports,Imagineer,0.0,0.0,0.15,0.0,0.15,1
PS2,2001-01-01,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,0
X360,2013-01-01,Shooter,D3Publisher,0.06,0.04,0.05,0.01,0.15,0
Wii,2007-01-01,Action,Activision,0.13,0.01,0.0,0.01,0.15,0
Wii,2007-01-01,Misc,Xplosiv,0.14,0.0,0.0,0.01,0.15,0
PS3,2012-01-01,Shooter,EA Games,0.07,0.06,0.0,0.02,0.15,0
PS2,2008-01-01,Fighting,Ignition Entertainment,0.07,0.06,0.0,0.02,0.15,0
PS3,2008-01-01,Sports,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,0
PS2,2005-01-01,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15,0
PS4,2015-01-01,Fighting,Namco Bandai Games,0.0,0.09,0.04,0.02,0.15,0
PC,2011-01-01,Action,Unknown,0.0,0.13,0.0,0.02,0.15,0
3DS,2013-01-01,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,0
PS3,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,1
XOne,2014-01-01,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,0
PS2,2001-01-01,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,0
PSV,2014-01-01,Role-Playing,Nippon Ichi Software,0.02,0.0,0.13,0.01,0.15,1
GC,2002-01-01,Simulation,Titus,0.12,0.03,0.0,0.0,0.15,0
SAT,1995-01-01,Sports,Sega,0.0,0.0,0.15,0.0,0.15,1
PSP,2010-01-01,Action,Activision,0.09,0.04,0.0,0.03,0.15,0
PSV,2014-01-01,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,0.15,1
PSP,2011-01-01,Role-Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.02,0.15,0
3DS,2015-01-01,Simulation,Marvelous Entertainment,0.04,0.0,0.1,0.01,0.15,0
GBA,2005-01-01,Action,THQ,0.11,0.04,0.0,0.0,0.15,0
PS2,2008-01-01,Shooter,Activision,0.07,0.06,0.0,0.02,0.15,0
PS2,2008-01-01,Sports,Electronic Arts,0.07,0.06,0.0,0.02,0.15,0
XOne,2016-01-01,Platform,Electronic Arts,0.08,0.05,0.0,0.02,0.15,0
N64,2001-01-01,Sports,Media Factory,0.0,0.0,0.15,0.0,0.15,1
N64,2000-01-01,Platform,Epoch,0.0,0.0,0.09,0.06,0.15,1
N64,1997-01-01,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15,0
N64,1997-01-01,Fighting,Vic Tokai,0.12,0.03,0.0,0.0,0.15,0
PSV,2015-01-01,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.15,0.0,0.15,1
GC,2002-01-01,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,0
Wii,2009-01-01,Action,Destineer,0.14,0.0,0.0,0.01,0.15,0
DS,2009-01-01,Simulation,Ubisoft,0.14,0.0,0.0,0.01,0.15,0
PS,1998-01-01,Action,Activision,0.08,0.06,0.0,0.01,0.15,0
XB,2002-01-01,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15,0
XB,2003-01-01,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15,0
PSV,2016-01-01,Role-Playing,Nippon Ichi Software,0.02,0.03,0.08,0.02,0.15,0
Wii,2008-01-01,Adventure,JoWood Productions,0.13,0.01,0.0,0.01,0.15,0
Wii,2011-01-01,Sports,Sega,0.05,0.08,0.0,0.02,0.15,0
SNES,1995-01-01,Puzzle,Nintendo,0.0,0.0,0.15,0.0,0.15,1
Wii,2008-01-01,Action,Destineer,0.14,0.0,0.0,0.01,0.15,0
XB,2004-01-01,Shooter,THQ,0.11,0.03,0.0,0.01,0.15,0
Wii,2007-01-01,Racing,Activision,0.13,0.0,0.0,0.01,0.15,0
PS3,2007-01-01,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,0
XB,2006-01-01,Action,THQ,0.11,0.03,0.0,0.01,0.15,0
PS3,2009-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,1
PS2,2001-01-01,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15,0
GC,2006-01-01,Action,Activision,0.12,0.03,0.0,0.0,0.15,0
DS,2005-01-01,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,0
Wii,2007-01-01,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.15,0
X360,2009-01-01,Misc,MTV Games,0.14,0.0,0.0,0.01,0.15,0
PS,1998-01-01,Strategy,Mindscape,0.08,0.06,0.0,0.01,0.15,0
GBA,2002-01-01,Sports,Acclaim Entertainment,0.11,0.04,0.0,0.0,0.15,0
XB,2004-01-01,Action,THQ,0.11,0.03,0.0,0.01,0.15,0
PS,1999-01-01,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,1
PS3,2013-01-01,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,0
Wii,2011-01-01,Racing,Activision,0.1,0.04,0.0,0.01,0.15,0
PS3,2015-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,1
PS2,2005-01-01,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15,0
GC,2006-01-01,Action,Namco Bandai Games,0.11,0.03,0.0,0.0,0.15,0
X360,2008-01-01,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,0
GC,2005-01-01,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15,0
PS,1998-01-01,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,0
Wii,2009-01-01,Misc,Electronic Arts,0.14,0.0,0.0,0.01,0.15,0
GBA,2002-01-01,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15,0
DS,2008-01-01,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15,0
SAT,1997-01-01,Shooter,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,1
DS,2004-01-01,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,0
PS4,2014-01-01,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,0
Wii,2008-01-01,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,0
GEN,1993-01-01,Fighting,Capcom,0.0,0.0,0.15,0.0,0.15,1
PS3,2011-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,1
PS2,2006-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,1
PS,2000-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.01,0.15,1
DS,2005-01-01,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,0
DS,2006-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,1
Wii,2008-01-01,Puzzle,Game Factory,0.13,0.01,0.0,0.01,0.15,0
Wii,2008-01-01,Sports,THQ,0.14,0.0,0.0,0.01,0.15,0
DC,2001-01-01,Adventure,Sega,0.0,0.0,0.15,0.0,0.15,1
PS2,2008-01-01,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15,0
XB,2005-01-01,Misc,Capcom,0.11,0.03,0.0,0.01,0.15,0
PS2,2003-01-01,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,0
GC,2005-01-01,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15,0
GC,2005-01-01,Action,Ubisoft,0.11,0.03,0.0,0.0,0.15,0
PSP,2011-01-01,Adventure,Banpresto,0.0,0.0,0.15,0.0,0.15,1
Wii,2009-01-01,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,0
XB,2005-01-01,Platform,Namco Bandai Games,0.11,0.04,0.0,0.01,0.15,0
PSV,2014-01-01,Adventure,Telltale Games,0.1,0.0,0.01,0.03,0.15,0
PSP,2009-01-01,Simulation,Rising Star Games,0.07,0.02,0.05,0.02,0.15,0
XB,2003-01-01,Role-Playing,Sega,0.11,0.03,0.0,0.01,0.15,0
PC,2012-01-01,Racing,Codemasters,0.01,0.11,0.0,0.03,0.15,0
DS,2007-01-01,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.15,0
X360,2011-01-01,Action,Black Bean Games,0.08,0.06,0.0,0.01,0.15,0
PSP,2008-01-01,Misc,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,0
PSP,2004-01-01,Fighting,Capcom,0.13,0.0,0.0,0.01,0.15,0
X360,2009-01-01,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15,0
GC,2005-01-01,Action,Electronic Arts,0.11,0.03,0.0,0.0,0.15,0
PS,2001-01-01,Racing,Activision,0.08,0.06,0.0,0.01,0.15,0
PS4,2014-01-01,Action,Sega,0.0,0.0,0.15,0.0,0.15,1
PSV,2011-01-01,Racing,Codemasters,0.03,0.08,0.01,0.03,0.15,0
PS,2000-01-01,Platform,Ubisoft,0.08,0.06,0.0,0.01,0.15,0
PS,1997-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.01,0.15,1
PS,1999-01-01,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,0.15,0
XB,2004-01-01,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,0
PS2,2000-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,1
DS,2005-01-01,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.0,0.15,0
PSV,2014-01-01,Adventure,Idea Factory,0.09,0.0,0.03,0.03,0.15,0
3DS,2013-01-01,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15,1
XOne,2016-01-01,Role-Playing,Square Enix,0.08,0.06,0.0,0.01,0.15,0
XB,2006-01-01,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,0
DS,2009-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,1
GBA,2004-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.15,1
3DS,2012-01-01,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,0
X360,2011-01-01,Action,Sega,0.09,0.04,0.0,0.01,0.15,0
GBA,2003-01-01,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,0
X360,2012-01-01,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.15,0
PS,1996-01-01,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,0
DS,2007-01-01,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.15,0
XB,2005-01-01,Misc,Sega,0.11,0.03,0.0,0.01,0.15,0
PS,1999-01-01,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15,1
DS,2008-01-01,Platform,505 Games,0.0,0.0,0.15,0.0,0.15,1
PC,2014-01-01,Shooter,Sega,0.0,0.13,0.0,0.01,0.15,0
PS3,2010-01-01,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,0
DS,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,1
3DS,2011-01-01,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,0
Wii,2010-01-01,Sports,Black Bean Games,0.12,0.02,0.0,0.01,0.15,0
DS,2010-01-01,Sports,Atari,0.14,0.0,0.0,0.01,0.15,0
PS,1997-01-01,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,0
GBA,2005-01-01,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15,0
GC,2003-01-01,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,0
PS,2001-01-01,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,0
X360,2010-01-01,Action,Activision,0.11,0.02,0.0,0.01,0.15,0
XB,2001-01-01,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,0
DS,2010-01-01,Misc,Activision,0.14,0.0,0.0,0.01,0.15,0
PSP,2013-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,1
PS2,2001-01-01,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,0
PSP,2011-01-01,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15,1
DS,2008-01-01,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.15,0
PS2,2002-01-01,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,0
DS,2009-01-01,Puzzle,The Adventure Company,0.07,0.06,0.0,0.01,0.15,0
DS,2004-01-01,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.15,0
SAT,1995-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,1
GBA,2005-01-01,Misc,Sega,0.1,0.04,0.0,0.0,0.15,0
GBA,2003-01-01,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,0
X360,2007-01-01,Racing,THQ,0.13,0.0,0.0,0.01,0.15,0
Wii,2010-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,1
DS,2010-01-01,Misc,THQ,0.14,0.0,0.0,0.01,0.15,0
XB,2004-01-01,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,0
PS,1995-01-01,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,1
PSV,2013-01-01,Action,Tecmo Koei,0.04,0.03,0.05,0.02,0.15,0
DS,2013-01-01,Action,Activision,0.0,0.13,0.0,0.02,0.15,0
GBA,2004-01-01,Action,Crave Entertainment,0.1,0.04,0.0,0.0,0.15,0
DS,2008-01-01,Shooter,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,0
GC,2002-01-01,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15,0
DS,2007-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,1
XB,2003-01-01,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,0
PSP,2010-01-01,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.14,0
PS2,2005-01-01,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,0
PSP,2006-01-01,Platform,Capcom,0.12,0.01,0.0,0.02,0.14,0
PS2,2007-01-01,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.14,0
PS2,2002-01-01,Fighting,Titus,0.07,0.06,0.0,0.02,0.14,0
DS,2006-01-01,Misc,Namco Bandai Games,0.02,0.0,0.13,0.0,0.14,1
PSV,2014-01-01,Action,Tecmo Koei,0.03,0.03,0.07,0.02,0.14,0
GBA,2002-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,1
XB,2005-01-01,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14,0
GEN,1994-01-01,Role-Playing,Game Arts,0.0,0.0,0.14,0.0,0.14,1
DS,2009-01-01,Platform,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,0
PS,2001-01-01,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14,0
3DS,2014-01-01,Sports,Kadokawa Shoten,0.0,0.0,0.14,0.0,0.14,1
3DS,2013-01-01,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,0
PSV,2014-01-01,Role-Playing,Nippon Ichi Software,0.07,0.03,0.02,0.03,0.14,0
PS,1997-01-01,Sports,Gremlin Interactive Ltd,0.08,0.05,0.0,0.01,0.14,0
PS2,2009-01-01,Shooter,Activision,0.07,0.06,0.0,0.02,0.14,0
PS2,2007-01-01,Action,Disney Interactive Studios,0.07,0.06,0.0,0.02,0.14,0
GB,2000-01-01,Adventure,Media Factory,0.0,0.0,0.14,0.0,0.14,1
SCD,1994-01-01,Strategy,Sega,0.0,0.0,0.14,0.0,0.14,1
GBA,2003-01-01,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14,0
PS2,2001-01-01,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,0
PS,1998-01-01,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,0
Wii,2011-01-01,Action,THQ,0.08,0.05,0.0,0.01,0.14,0
DS,2010-01-01,Simulation,Nobilis,0.13,0.0,0.0,0.01,0.14,0
DS,2009-01-01,Puzzle,Zoo Games,0.13,0.0,0.0,0.01,0.14,0
X360,2010-01-01,Racing,Konami Digital Entertainment,0.12,0.02,0.0,0.01,0.14,0
DS,2009-01-01,Adventure,Nintendo,0.0,0.0,0.14,0.0,0.14,1
PS2,2005-01-01,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14,0
Wii,2010-01-01,Action,Atari,0.13,0.0,0.0,0.01,0.14,0
GC,2007-01-01,Action,THQ,0.11,0.03,0.0,0.0,0.14,0
PS2,2009-01-01,Action,Electronic Arts,0.11,0.0,0.0,0.03,0.14,0
PS2,2001-01-01,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14,0
DS,2008-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,1
PS3,2011-01-01,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14,1
Wii,2008-01-01,Misc,SouthPeak Games,0.1,0.03,0.0,0.01,0.14,0
PS,1997-01-01,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14,0
XOne,2015-01-01,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14,0
GBA,2001-01-01,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,0
PSP,2009-01-01,Action,Electronic Arts,0.11,0.02,0.0,0.02,0.14,0
PC,2010-01-01,Role-Playing,Electronic Arts,0.0,0.12,0.0,0.02,0.14,0
DS,2009-01-01,Puzzle,UFO Interactive,0.13,0.0,0.0,0.01,0.14,0
PSV,2015-01-01,Action,Disney Interactive Studios,0.0,0.11,0.0,0.03,0.14,0
PS,1996-01-01,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,0
DS,2006-01-01,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14,0
Wii,2006-01-01,Misc,System 3 Arcade Software,0.13,0.0,0.0,0.01,0.14,0
PS2,2004-01-01,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14,0
DS,2011-01-01,Action,Activision,0.12,0.01,0.0,0.01,0.14,0
PS2,2006-01-01,Adventure,THQ,0.07,0.05,0.0,0.02,0.14,0
PS2,2004-01-01,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,0
X360,2006-01-01,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,0
PC,2009-01-01,Shooter,505 Games,0.0,0.12,0.0,0.03,0.14,0
PS,2001-01-01,Racing,THQ,0.08,0.05,0.0,0.01,0.14,0
PSP,2011-01-01,Action,Spike,0.0,0.0,0.14,0.0,0.14,1
DS,2010-01-01,Action,Warner Bros. Interactive Entertainment,0.11,0.02,0.0,0.01,0.14,0
GC,2002-01-01,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14,1
GBA,2005-01-01,Misc,Activision,0.1,0.04,0.0,0.0,0.14,0
GB,2001-01-01,Role-Playing,Enix Corporation,0.0,0.0,0.14,0.0,0.14,1
PS2,2003-01-01,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14,0
Wii,2008-01-01,Action,THQ,0.13,0.0,0.0,0.01,0.14,0
PC,2000-01-01,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14,0
PSP,2008-01-01,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14,0
PS,2002-01-01,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,1
PS,1997-01-01,Strategy,SquareSoft,0.0,0.0,0.13,0.01,0.14,1
PSP,2006-01-01,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,0
GC,2004-01-01,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,0
3DS,2011-01-01,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,0
PC,2007-01-01,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,0
DS,2008-01-01,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14,0
Wii,2007-01-01,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,0
PS3,2010-01-01,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,0
PS3,2011-01-01,Racing,Black Bean Games,0.01,0.1,0.0,0.03,0.14,0
DC,1998-01-01,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14,1
PS2,2001-01-01,Sports,3DO,0.07,0.05,0.0,0.02,0.14,0
DS,2008-01-01,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14,0
PSP,2011-01-01,Adventure,Broccoli,0.0,0.0,0.14,0.0,0.14,1
3DS,2012-01-01,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14,1
PS2,2004-01-01,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,0
DS,2009-01-01,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14,0
PSP,2010-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,1
XB,2003-01-01,Action,Atari,0.11,0.03,0.0,0.01,0.14,0
PC,2003-01-01,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,0
XB,2005-01-01,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,0
XB,2002-01-01,Sports,Sega,0.11,0.03,0.0,0.01,0.14,0
PSP,2008-01-01,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14,0
DS,2010-01-01,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,0
PSP,2004-01-01,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,0
Wii,2007-01-01,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,0
DS,2008-01-01,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14,0
GBA,2001-01-01,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,0
PS3,2014-01-01,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,1
PS3,2010-01-01,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14,0
PS,2001-01-01,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,0
PS2,2001-01-01,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0
PSP,2009-01-01,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14,0
XB,2004-01-01,Racing,Sega,0.11,0.03,0.0,0.01,0.14,0
PS3,2012-01-01,Action,Capcom,0.0,0.0,0.14,0.0,0.14,1
DC,2000-01-01,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14,1
XB,2006-01-01,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,0
PS,1998-01-01,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14,1
DS,2006-01-01,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14,1
PS,1997-01-01,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,1
PS2,2008-01-01,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14,0
PSP,2005-01-01,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14,0
GBA,2004-01-01,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14,0
PSP,2009-01-01,Sports,Takara Tomy,0.09,0.0,0.04,0.01,0.14,0
XB,2002-01-01,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,0
3DS,2015-01-01,Action,Nippon Columbia,0.0,0.0,0.14,0.0,0.14,1
PS2,2002-01-01,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14,0
PS2,2001-01-01,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,0
2600,1982-01-01,Action,Atari,0.13,0.01,0.0,0.0,0.14,0
GB,2000-01-01,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,1
PC,2009-01-01,Role-Playing,Deep Silver,0.0,0.11,0.0,0.03,0.14,0
DS,2008-01-01,Action,D3Publisher,0.11,0.02,0.0,0.01,0.14,0
GBA,2002-01-01,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,0
PS2,2006-01-01,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14,0
WiiU,2014-01-01,Action,Ubisoft,0.08,0.05,0.0,0.01,0.14,0
DS,2004-01-01,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,0
DS,2007-01-01,Adventure,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,0
XB,2003-01-01,Platform,THQ,0.11,0.03,0.0,0.01,0.14,0
DS,2009-01-01,Racing,THQ,0.13,0.0,0.0,0.01,0.14,0
DS,2007-01-01,Simulation,Touchstone,0.07,0.06,0.0,0.02,0.14,0
DS,2007-01-01,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,0
GC,2002-01-01,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14,0
GC,2003-01-01,Action,THQ,0.11,0.03,0.0,0.0,0.14,0
PS2,2009-01-01,Sports,Activision Value,0.07,0.05,0.0,0.02,0.14,0
PS,1998-01-01,Adventure,Sunsoft,0.08,0.05,0.0,0.01,0.14,0
DS,2005-01-01,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14,1
PS,2000-01-01,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,0
PS,1998-01-01,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14,1
3DS,2012-01-01,Action,Excalibur Publishing,0.0,0.12,0.0,0.02,0.14,0
PS3,2008-01-01,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,0
PS2,2002-01-01,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0
PSP,2011-01-01,Adventure,Acquire,0.0,0.0,0.14,0.0,0.14,1
PS,1997-01-01,Racing,THQ,0.08,0.05,0.0,0.01,0.14,0
PS2,2008-01-01,Action,Capcom,0.07,0.05,0.0,0.02,0.14,0
X360,2007-01-01,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14,0
PS,1997-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,1
XB,2004-01-01,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.14,0
DS,2007-01-01,Platform,505 Games,0.0,0.0,0.14,0.0,0.14,1
PC,2015-01-01,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,0
PS2,2008-01-01,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14,0
PSP,2005-01-01,Strategy,Electronic Arts,0.11,0.02,0.0,0.02,0.14,0
X360,2009-01-01,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,0
PS2,2005-01-01,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0
PS2,2004-01-01,Shooter,Play It,0.07,0.05,0.0,0.02,0.14,0
PSP,2011-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,1
X360,2010-01-01,Action,Activision,0.11,0.02,0.0,0.01,0.14,0
WiiU,2012-01-01,Action,Ubisoft,0.06,0.07,0.0,0.01,0.14,0
